ADZ;BOG;254940
ADZ;MED;480000
AXM;BOG;150000
BGA;BOG;350000
BGA;MED;350000
BGA;EJA;180000
BOG ;FLA;208809
BOG ;PPN;195332
FLA;SVI;200000
FLA;ACR;200000
FLA;PCC;200828
FLA;TQS;198996
FLA;EYP;197164
MDE;BOG;135000
MED;BOG;210000
MED;CTG;280000
MED;BAQ;350000
MTR;BOG;251964
PPN;TBD;191669
PPN;GPI;189837
PVA;ADZ;250000
RCH;BOG;250476
SJE;FLA;180678
TQS;MED;253452
